unit_id,file_id,heading_path,part,start_line,end_line,line_count,scene,scene_requested,scene_document_prior,scene_routing_decision,scene_routing_policy_sha256,scene_routing_policy_revision,scene_routing_top_score,scene_routing_margin,voice_profile_id,voice_profile_revision,voice_profile_confidence,voice_profile_kind,voice_profile_source,voice_profile_binding_scene,voice_profile_sha256,voice_default_disclosure,chunk_binding_sha256,mode,intensity,structural_plan_status,structural_semantic_review_status,paired_quality_review_status,rewrite_intent_status,transaction_id,transaction_status,owner_chunk,context_before_unit,context_after_unit,author_chars,protected_spans,status,hash_before,hash_after,diff_path,protected_hashes_ok,style_validation,notes,unresolved_codes_json
U-274fd3d47e04,F00001,模型假设,1,81,90,10,MODELING,MODELING,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-modeling,1,DEFAULT,DEFAULT,SCENE_DEFAULT,MODELING,9e19a368d6cc11f3f05259e3fa2662c867ba99d15bcd320a4853d72a41190a01,True,d740061ee9d42f4b848b3cb8d115c0531ba86b08ecc57730c64dedee7249ceb2,REWRITE,BALANCED,NOT_APPLICABLE,NOT_REQUIRED,PENDING_EXTERNAL_REVIEW,PASS,,,U-274fd3d47e04,U-deaaf69e6551,U-aa70d7ac67ab,203,8,NO_CHANGE,074c4feaadf74567cc3311d15b59bfdb324efa6a051899a69d9247e93b378252,074c4feaadf74567cc3311d15b59bfdb324efa6a051899a69d9247e93b378252,,PASS,PASS,模型假设逐项限定时间尺度、功能群、扰动方式和归一化范围，列表承担边界声明。,[]
U-aa70d7ac67ab,F00001,符号说明,1,91,114,24,MODELING,MODELING,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-modeling,1,DEFAULT,DEFAULT,SCENE_DEFAULT,MODELING,9e19a368d6cc11f3f05259e3fa2662c867ba99d15bcd320a4853d72a41190a01,True,730055177f2bbdf87d4709579ce41054fe32feb9bef5e66e998b43099c4b6d91,REWRITE,BALANCED,NOT_APPLICABLE,NOT_REQUIRED,PENDING_EXTERNAL_REVIEW,PASS,,,U-aa70d7ac67ab,U-274fd3d47e04,U-1b6faf36fb6c,212,37,NO_CHANGE,15775acd40c18d2ce3c4debf7b9f8d5dac6ffa34c1b00bcb007c3320930ef192,15775acd40c18d2ce3c4debf7b9f8d5dac6ffa34c1b00bcb007c3320930ef192,,PASS,PASS,符号表按变量逐行给出定义和口径，等权表格结构便于后文查找。,[]
U-1b6faf36fb6c,F00001,问题一的模型建立与求解,1,115,115,1,MODELING,MODELING,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-modeling,1,DEFAULT,DEFAULT,SCENE_DEFAULT,MODELING,9e19a368d6cc11f3f05259e3fa2662c867ba99d15bcd320a4853d72a41190a01,True,e988eb9836aa205b164a9e2077cfec1d6cf36cc173b14765fee43fdcf77c9666,REWRITE,BALANCED,NOT_RUN,,,,,,U-1b6faf36fb6c,U-aa70d7ac67ab,U-b39b5bae86b9,0,1,SKIPPED_PROTECTED,d45d4a43d13bc2c06342a6d0479c58f3531b78de40274dba1ddab85a06b20e87,,,NOT_RUN,NOT_RUN,,[]
U-b39b5bae86b9,F00001,问题一的模型建立与求解 / 模型建立,1,116,181,66,MODELING,MODELING,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-modeling,1,DEFAULT,DEFAULT,SCENE_DEFAULT,MODELING,9e19a368d6cc11f3f05259e3fa2662c867ba99d15bcd320a4853d72a41190a01,True,04d64f47eaa86bce5d385f6c3c4db5536827c6bf3f10a327393d6e7758374b60,REWRITE,BALANCED,NOT_APPLICABLE,NOT_ISSUED,PENDING_EXTERNAL_REVIEW,PASS,,,U-b39b5bae86b9,U-1b6faf36fb6c,U-46fd651c1f35,842,97,DONE,941ef8e74f8a460d0fffe07d50ff2740966abe13c29895b88c92fa7b98c887c1,3b78530b7882b63e3a9c6a14ca266dd94c7c08fdf6293718fccd3fab5dade198,diffs\U-b39b5bae86b9.diff,PASS,PASS,,[]
U-46fd651c1f35,F00001,问题一的模型建立与求解 / 参数标定与结果对照,1,182,188,7,MODELING,MODELING,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-modeling,1,DEFAULT,DEFAULT,SCENE_DEFAULT,MODELING,9e19a368d6cc11f3f05259e3fa2662c867ba99d15bcd320a4853d72a41190a01,True,12f2a15c7a6032a929647d12f504d5549751676dc3576989b27c1ab70bd7c1a3,REWRITE,BALANCED,NOT_APPLICABLE,NOT_REQUIRED,PENDING_EXTERNAL_REVIEW,PASS,,,U-46fd651c1f35,U-b39b5bae86b9,U-ab841ce78d7e,313,19,NO_CHANGE,459685933a67648953df5497d320befc852b3c77fbace3dd1b8f290bef24aba0,459685933a67648953df5497d320befc852b3c77fbace3dd1b8f290bef24aba0,,PASS,PASS,该段落区分观测约束、反事实参数和局地对照，保留参数说明职责与反事实条件。,[]
U-ab841ce78d7e,F00001,问题一的模型建立与求解 / 结果与机制解释,1,189,215,27,MODELING,MODELING,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-modeling,1,DEFAULT,DEFAULT,SCENE_DEFAULT,MODELING,9e19a368d6cc11f3f05259e3fa2662c867ba99d15bcd320a4853d72a41190a01,True,723108ee17f060099d63f3f49979a7de3323324434695b42202eddae195fbc8d,REWRITE,BALANCED,NOT_APPLICABLE,NOT_ISSUED,PENDING_EXTERNAL_REVIEW,PASS,,,U-ab841ce78d7e,U-46fd651c1f35,U-189f6d50e72b,437,30,DONE,981e2b6b27d1f1d0fb3c978b7e99a9f7e16bc43a0f58459ef7e83e40218931ce,94f044f0cd4480908be43a258567d6c869981e5478566aaa17bb389d5345b8cc,diffs\U-ab841ce78d7e.diff,PASS,PASS,,[]
U-189f6d50e72b,F00001,问题二的模型建立与求解,1,216,216,1,MODELING,MODELING,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-modeling,1,DEFAULT,DEFAULT,SCENE_DEFAULT,MODELING,9e19a368d6cc11f3f05259e3fa2662c867ba99d15bcd320a4853d72a41190a01,True,eb6a98046a198efa15e1b867a771b58adaf95916087c52810d08fe5d0734c77d,REWRITE,BALANCED,NOT_RUN,,,,,,U-189f6d50e72b,U-ab841ce78d7e,U-d5ace5fbd128,0,1,SKIPPED_PROTECTED,95700aad0163cbf3d0effaa87863f55f72f35763d01c9e8eef03381d05b9aeb8,,,NOT_RUN,NOT_RUN,,[]
U-d5ace5fbd128,F00001,问题二的模型建立与求解 / 模型建立,1,217,275,59,MODELING,MODELING,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-modeling,1,DEFAULT,DEFAULT,SCENE_DEFAULT,MODELING,9e19a368d6cc11f3f05259e3fa2662c867ba99d15bcd320a4853d72a41190a01,True,2574cd4c52d898b2d411efbd80b8fd9161f941ebbbe0d76562576c28273209c9,REWRITE,BALANCED,NOT_APPLICABLE,NOT_ISSUED,PENDING_EXTERNAL_REVIEW,PASS,,,U-d5ace5fbd128,U-189f6d50e72b,U-769818cb13c6,925,68,DONE,aad7f22ffc5214edb3aca81f91c0628e3ea4fa262c0c7378a4e1ab8f137e9b10,6fa9ebcfaac596f960ce439f7ae068506bf30bd86b1d87b5af3f58239c5417d6,diffs\U-d5ace5fbd128.diff,PASS,PASS,,[]
U-769818cb13c6,F00001,问题二的模型建立与求解 / 情景结果与机制讨论,1,276,295,20,MODELING,MODELING,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-modeling,1,DEFAULT,DEFAULT,SCENE_DEFAULT,MODELING,9e19a368d6cc11f3f05259e3fa2662c867ba99d15bcd320a4853d72a41190a01,True,ec4c90c2853df65a524b81549a6666699224cc173ce8d73698c108650a7a6cb4,REWRITE,BALANCED,NOT_APPLICABLE,NOT_ISSUED,PENDING_EXTERNAL_REVIEW,PASS,,,U-769818cb13c6,U-d5ace5fbd128,U-e405341c61e6,491,30,DONE,880018cc7c7e31c82b00e627b33b61fe8595284e8b49db98eda9bfbc2ec6560e,652bc91206f87a6977d08d23e1bb7ba3a8250c5a793810c53e32e110f9b4bd85,diffs\U-769818cb13c6.diff,PASS,PASS,,[]
U-e405341c61e6,F00001,问题二的模型建立与求解 / 情景结果与机制讨论 / 参数敏感性分析,1,296,325,30,MODELING,MODELING,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-modeling,1,DEFAULT,DEFAULT,SCENE_DEFAULT,MODELING,9e19a368d6cc11f3f05259e3fa2662c867ba99d15bcd320a4853d72a41190a01,True,89c40c9dabc580171cb499701b760f52b6961736f74213238b6c98c6022cf2a6,REWRITE,BALANCED,NOT_APPLICABLE,NOT_REQUIRED,PENDING_EXTERNAL_REVIEW,PASS,,,U-e405341c61e6,U-769818cb13c6,U-054b52f3db90,183,69,NO_CHANGE,2b1199af3d39741911b65ea76e22cb88ee38f0d240b7a083782b4dcdfb0ca7c3,2b1199af3d39741911b65ea76e22cb88ee38f0d240b7a083782b4dcdfb0ca7c3,,PASS,PASS,敏感性段落紧邻参数表解释响应对象和幅度，现有结构承担数值结果读取。,[]
U-054b52f3db90,F00001,问题三的模型建立与求解,1,326,326,1,MODELING,MODELING,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-modeling,1,DEFAULT,DEFAULT,SCENE_DEFAULT,MODELING,9e19a368d6cc11f3f05259e3fa2662c867ba99d15bcd320a4853d72a41190a01,True,e3d983510410ab1885d09850e3e141ced0753ebcd6ce78958c81aba2ff473925,REWRITE,BALANCED,NOT_RUN,,,,,,U-054b52f3db90,U-e405341c61e6,U-e2ef47edd600,0,1,SKIPPED_PROTECTED,04fb81379332dbab10d2d05e1b971091aa0193810eedf06d0fe72d7ab9e58eab,,,NOT_RUN,NOT_RUN,,[]
U-e2ef47edd600,F00001,问题三的模型建立与求解 / 模型建立,1,327,363,37,MODELING,MODELING,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-modeling,1,DEFAULT,DEFAULT,SCENE_DEFAULT,MODELING,9e19a368d6cc11f3f05259e3fa2662c867ba99d15bcd320a4853d72a41190a01,True,a981b0e0dd60e2d2eef6ccd3b744ba3a84220fd1b210c1c02560db54cf48b6af,REWRITE,BALANCED,NOT_APPLICABLE,NOT_REQUIRED,PENDING_EXTERNAL_REVIEW,PASS,,,U-e2ef47edd600,U-054b52f3db90,U-812ffef31ba1,297,46,NO_CHANGE,d2d75dd45c766950a38872d54e5979c042bdebcf4485d1b818b32a5c24e9726a,d2d75dd45c766950a38872d54e5979c042bdebcf4485d1b818b32a5c24e9726a,,PASS,PASS,三级食物链段保留营养级映射与参数来源，现有结构承担模型定义职责。,[]
U-812ffef31ba1,F00001,问题三的模型建立与求解 / 求解与结果,1,364,394,31,MODELING,MODELING,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-modeling,1,DEFAULT,DEFAULT,SCENE_DEFAULT,MODELING,9e19a368d6cc11f3f05259e3fa2662c867ba99d15bcd320a4853d72a41190a01,True,792edf16b2e1b60d9b97d758f19f67d795b3defd33c0ad832a994b32d5d2fea0,REWRITE,BALANCED,NOT_APPLICABLE,NOT_REQUIRED,PENDING_EXTERNAL_REVIEW,PASS,,,U-812ffef31ba1,U-e2ef47edd600,U-ddb030ac07ec,308,46,NO_CHANGE,568148e35af00f966df43ccd17114c03c50cee114bf2a57d77e35a247282c05d,568148e35af00f966df43ccd17114c03c50cee114bf2a57d77e35a247282c05d,,PASS,PASS,问题三结果按时间窗、统计表和轨道解释展开，现有顺序承担数值比较职责。,[]
U-ddb030ac07ec,F00001,问题四的模型建立与求解,1,395,395,1,MODELING,MODELING,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-modeling,1,DEFAULT,DEFAULT,SCENE_DEFAULT,MODELING,9e19a368d6cc11f3f05259e3fa2662c867ba99d15bcd320a4853d72a41190a01,True,455d58ff4123b1ff965a5afd7aebeb288e8ba50f28f75bf09f329910b386d7f6,REWRITE,BALANCED,NOT_RUN,,,,,,U-ddb030ac07ec,U-812ffef31ba1,U-e0a2391b9668,0,1,SKIPPED_PROTECTED,c1c6b1f485deb71cb43a69e153f555d8ce5affd00c425a63fe2f535fa34a65db,,,NOT_RUN,NOT_RUN,,[]
U-e0a2391b9668,F00001,问题四的模型建立与求解 / 模型建立,1,396,398,3,MODELING,MODELING,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-modeling,1,DEFAULT,DEFAULT,SCENE_DEFAULT,MODELING,9e19a368d6cc11f3f05259e3fa2662c867ba99d15bcd320a4853d72a41190a01,True,7f8d8b1367ca4e74c89c7249f28498674885404a63a70c813827cce780527817,REWRITE,BALANCED,NOT_APPLICABLE,NOT_ISSUED,PENDING_EXTERNAL_REVIEW,PASS,,,U-e0a2391b9668,U-ddb030ac07ec,U-706e53781d8d,169,7,DONE,e15a1551f384c232ad55c744ea36230cf914723389a6db7db273b41bcdb97d64,2c8bb80c7125a7f8b11e8b2a679f0ed88ce1382e0de57e0227aeff7a8c5275c9,diffs\U-e0a2391b9668.diff,PASS,PASS,,[]
U-706e53781d8d,F00001,问题四的模型建立与求解 / 求解与结果,1,399,430,32,MODELING,MODELING,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-modeling,1,DEFAULT,DEFAULT,SCENE_DEFAULT,MODELING,9e19a368d6cc11f3f05259e3fa2662c867ba99d15bcd320a4853d72a41190a01,True,c65983ac1f2c5a1681cba3a6dfbb10f0bed1c2c915550aea9cc8f0253c3f796b,REWRITE,BALANCED,NOT_APPLICABLE,NOT_ISSUED,PENDING_EXTERNAL_REVIEW,PASS,,,U-706e53781d8d,U-e0a2391b9668,U-79b874e96dfa,404,52,DONE,765994976a40e48b21f507daf5c47111c551ef67e9dee7daeac08528d23159b5,273777f714776ec90caf580a80636e979c4bd9effcb8fbe7f82398b942aad2d8,diffs\U-706e53781d8d.diff,PASS,PASS,,[]
U-79b874e96dfa,F00001,问题五的模型建立与求解,1,431,431,1,MODELING,MODELING,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-modeling,1,DEFAULT,DEFAULT,SCENE_DEFAULT,MODELING,9e19a368d6cc11f3f05259e3fa2662c867ba99d15bcd320a4853d72a41190a01,True,ddb65505f7cef314481d8d4cd2025933c2dcbc7bdb6f76e4f81b9bc1677818f0,REWRITE,BALANCED,NOT_RUN,,,,,,U-79b874e96dfa,U-706e53781d8d,U-1c40fab058d2,0,1,SKIPPED_PROTECTED,850ad36180d48e5fb0498eb5047fa49408084e2684eb3f527087b4b53893c0d3,,,NOT_RUN,NOT_RUN,,[]
U-1c40fab058d2,F00001,问题五的模型建立与求解 / 模型建立,1,432,440,9,MODELING,MODELING,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-modeling,1,DEFAULT,DEFAULT,SCENE_DEFAULT,MODELING,9e19a368d6cc11f3f05259e3fa2662c867ba99d15bcd320a4853d72a41190a01,True,21d824dde20faa4f13ed6c7045dc285ffa953372e74aeb21c5db1746d42df8d0,REWRITE,BALANCED,NOT_APPLICABLE,NOT_ISSUED,PENDING_EXTERNAL_REVIEW,PASS,,,U-1c40fab058d2,U-79b874e96dfa,U-0801ec99dfa8,318,10,DONE,b281aa32a0ee8603aa9b823454756398d19111fe3f840e8fadd49b6b3f8d5f77,7b8412716d1c45ec35bd747e8888019a8db23f05e8873d63cfb426138f4cd093,diffs\U-1c40fab058d2.diff,PASS,PASS,,[]
U-0801ec99dfa8,F00001,问题五的模型建立与求解 / 求解与结果,1,441,486,46,MODELING,MODELING,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-modeling,1,DEFAULT,DEFAULT,SCENE_DEFAULT,MODELING,9e19a368d6cc11f3f05259e3fa2662c867ba99d15bcd320a4853d72a41190a01,True,9338c6407c3e031138c0d1d4b239bfe9bc9a90788c13ddc5454c6db81bacf0ba,REWRITE,BALANCED,NOT_APPLICABLE,NOT_ISSUED,PENDING_EXTERNAL_REVIEW,PASS,,,U-0801ec99dfa8,U-1c40fab058d2,U-8f28215ff44b,527,68,DONE,94dacee410178586b7dc4552a06d4abe056d0e82fc1763213478ab526c4cae8d,a05810a0bab6615218c3f9a46a67c4b6f66992694bf0aa5811d39f634dd78b48,diffs\U-0801ec99dfa8.diff,PASS,PASS,,[]
U-8f28215ff44b,F00001,治理建议,1,487,491,5,MODELING,MODELING,,EXPLICIT,7f4919b7df6aee03bb93b0f9f20cfe5d7a5724e2297e404dcfa0980fe474cebb,5,0,0,scene-default-modeling,1,DEFAULT,DEFAULT,SCENE_DEFAULT,MODELING,9e19a368d6cc11f3f05259e3fa2662c867ba99d15bcd320a4853d72a41190a01,True,b1ff66066ab4b858be456f437ebc31cb348e96d03a7d9071970aa722e291791c,REWRITE,BALANCED,NOT_APPLICABLE,NOT_ISSUED,PENDING_EXTERNAL_REVIEW,PASS,,,U-8f28215ff44b,U-0801ec99dfa8,U-f7a8bf218cc3,331,1,DONE,325d179538a5cd5758993f8428b06171fd5f1de025f26a5074432feb55b3a7aa,5f52265884e36c2ff88195c58c5880e6865b512b43bfdd94d87afb1617a148f2,diffs\U-8f28215ff44b.diff,PASS,PASS,,[]
